rownames,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92
VB04,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB05,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB06,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB07,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB08,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB09,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB10,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VB11,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VD01,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD02,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD03,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD04,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD05,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD06,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD07,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD08,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD09,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD10,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD11,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD12,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VD13,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
HSNL,,,,,,,,,,,FLP-28 DMSR-1,,,,,FLP-14 DMSR-3,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,FLP-10 EGL-6,FLP-17 EGL-6,FLP-4 EGL-6,FLP-5 EGL-6,FLP-6 EGL-6,FLP-9 EGL-6,FLP-8 FRPR-15,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,,,,,,,,,,,,,,FLP-19 FRPR-9,,,,,,NLP-44 NMUR-1,,,FLP-3 NPR-10,FLP-34 NPR-11,,NLP-72 NPR-22,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,FLP-14 NPR-40,FLP-8 NPR-40,,NLP-3 NPR-42,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,,,,NLP-58 TKR-1,,NLP-54 TRHR-1
HSNR,,,,,,,,,,,FLP-28 DMSR-1,,,,,FLP-14 DMSR-3,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,FLP-10 EGL-6,FLP-17 EGL-6,FLP-4 EGL-6,FLP-5 EGL-6,FLP-6 EGL-6,FLP-9 EGL-6,FLP-8 FRPR-15,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,,,,,,,,,,,,,,FLP-19 FRPR-9,,,,,,NLP-44 NMUR-1,,,FLP-3 NPR-10,FLP-34 NPR-11,,NLP-72 NPR-22,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,FLP-14 NPR-40,FLP-8 NPR-40,,NLP-3 NPR-42,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,,,,NLP-58 TKR-1,,NLP-54 TRHR-1
VC01,,,,,,,,,,,FLP-28 DMSR-1,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,FLP-6 EGL-6,FLP-9 EGL-6,,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,,,,,,,,,,,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,FLP-3 NPR-10,,,,,,,NLP-10 NPR-35,,,,FLP-18 NPR-4,,,NLP-13 NPR-41,,,,,,,,,,,,,
VC02,,,,,,,,,,,FLP-28 DMSR-1,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,FLP-6 EGL-6,FLP-9 EGL-6,,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,,,,,,,,,,,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,FLP-3 NPR-10,,,,,,,NLP-10 NPR-35,,,,FLP-18 NPR-4,,,NLP-13 NPR-41,,,,,,,,,,,,,
VC03,,,,,,,,,,,FLP-28 DMSR-1,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,FLP-6 EGL-6,FLP-9 EGL-6,,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,,,,,,,,,,,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,FLP-3 NPR-10,,,,,,,NLP-10 NPR-35,,,,FLP-18 NPR-4,,,NLP-13 NPR-41,,,,,,,,,,,,,
VC04,,,,,,,,,,,FLP-28 DMSR-1,,,,,,,,,,,,,FLP-27 DMSR-7,,,,,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-3 NPR-10,,,,,,,,,,,FLP-18 NPR-4,,,,,,,FLP-27 NPR-8,,,,,,,,,
VC05,,,,,,,,,,,FLP-28 DMSR-1,,,,,,,,,,,,,FLP-27 DMSR-7,,,,,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-3 NPR-10,,,,,,,,,,,FLP-18 NPR-4,,,,,,,FLP-27 NPR-8,,,,,,,,,
VC06,,,,,,,,,,,FLP-28 DMSR-1,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,FLP-6 EGL-6,FLP-9 EGL-6,,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,,,,,,,,,,,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,FLP-3 NPR-10,,,,,,,NLP-10 NPR-35,,,,FLP-18 NPR-4,,,NLP-13 NPR-41,,,,,,,,,,,,,
